-70.30,109.41,0.00,1.00
-63.16,111.37,0.00,1.00
-66.96,110.23,0.00,1.00
-68.05,109.65,0.00,1.00
-67.14,109.06,0.00,1.00
-71.04,113.53,0.00,1.00
-60.88,112.77,0.00,1.00
-67.53,115.38,0.00,1.00
-62.31,110.65,0.00,1.00
-67.83,112.03,0.00,1.00
158.34,-214.44,0.00,1.00
158.79,-218.26,0.00,1.00
162.11,-217.25,0.00,1.00
154.62,-222.43,0.00,1.00
158.23,-217.12,0.00,1.00
158.04,-219.81,0.00,1.00
157.34,-219.02,0.00,1.00
158.83,-219.05,0.00,1.00
156.53,-215.22,0.00,1.00
157.76,-221.34,0.00,1.00
79.89,-184.00,0.00,1.00
79.67,-185.54,0.00,1.00
77.72,-183.86,0.00,1.00
78.75,-183.93,0.00,1.00
79.51,-184.27,0.00,1.00
83.43,-186.52,0.00,1.00
81.92,-182.26,0.00,1.00
80.53,-187.09,0.00,1.00
81.55,-186.58,0.00,1.00
83.06,-185.63,0.00,1.00
-14.95,-178.46,0.00,1.00
-13.09,-179.53,0.00,1.00
-12.79,-181.99,0.00,1.00
-13.98,-173.17,0.00,1.00
-15.59,-179.69,0.00,1.00
-13.39,-174.68,0.00,1.00
-13.18,-173.81,0.00,1.00
-16.93,-178.53,0.00,1.00
-12.07,-178.05,0.00,1.00
-12.69,-179.96,0.00,1.00
-23.46,11.33,0.00,1.00
-22.62,9.62,0.00,1.00
-24.26,11.65,0.00,1.00
-20.64,12.56,0.00,1.00
-16.48,10.45,0.00,1.00
-22.12,7.35,0.00,1.00
-22.59,9.83,0.00,1.00
-22.57,10.22,0.00,1.00
-21.43,8.12,0.00,1.00
-18.80,10.85,0.00,1.00
-231.21,76.91,0.00,1.00
-234.75,76.05,0.00,1.00
-230.59,78.68,0.00,1.00
-234.26,79.40,0.00,1.00
-230.10,77.59,0.00,1.00
-230.76,78.41,0.00,1.00
-233.72,77.78,0.00,1.00
-227.79,79.19,0.00,1.00
-235.65,77.06,0.00,1.00
-230.14,75.31,0.00,1.00
226.64,-193.09,0.00,1.00
229.45,-193.77,0.00,1.00
227.26,-196.21,0.00,1.00
227.50,-197.01,0.00,1.00
228.19,-194.24,0.00,1.00
228.04,-194.98,0.00,1.00
225.93,-193.26,0.00,1.00
223.84,-196.91,0.00,1.00
228.56,-195.87,0.00,1.00
229.20,-195.22,0.00,1.00
-198.20,-117.83,0.00,1.00
-197.60,-117.96,0.00,1.00
-197.41,-114.50,0.00,1.00
-197.90,-118.52,0.00,1.00
-198.78,-117.50,0.00,1.00
-199.62,-117.30,0.00,1.00
-199.97,-115.74,0.00,1.00
-195.85,-116.24,0.00,1.00
-196.15,-116.47,0.00,1.00
-197.45,-115.36,0.00,1.00
86.41,-186.55,0.00,1.00
89.20,-191.05,0.00,1.00
89.53,-189.70,0.00,1.00
84.71,-189.87,0.00,1.00
89.30,-188.30,0.00,1.00
84.02,-188.41,0.00,1.00
88.63,-189.50,0.00,1.00
85.67,-189.77,0.00,1.00
89.58,-188.94,0.00,1.00
88.80,-191.59,0.00,1.00
-183.41,-222.95,0.00,1.00
-185.85,-220.19,0.00,1.00
-185.15,-223.96,0.00,1.00
-188.34,-220.45,0.00,1.00
-186.24,-222.02,0.00,1.00
-182.93,-224.51,0.00,1.00
-186.59,-222.38,0.00,1.00
-182.93,-219.75,0.00,1.00
-185.66,-225.58,0.00,1.00
-188.31,-226.07,0.00,1.00
-129.39,184.67,0.00,1.00
-125.38,186.53,0.00,1.00
-125.43,184.79,0.00,1.00
-124.30,184.48,0.00,1.00
-126.08,181.76,0.00,1.00
-127.93,183.25,0.00,1.00
-125.86,184.14,0.00,1.00
-128.84,182.63,0.00,1.00
-126.54,181.73,0.00,1.00
-124.36,182.74,0.00,1.00
88.10,-238.03,0.00,1.00
86.45,-242.40,0.00,1.00
92.48,-239.75,0.00,1.00
89.35,-240.89,0.00,1.00
86.55,-240.49,0.00,1.00
84.35,-237.72,0.00,1.00
89.12,-238.13,0.00,1.00
84.60,-240.23,0.00,1.00
85.90,-238.57,0.00,1.00
87.89,-239.72,0.00,1.00
-127.11,181.76,0.00,1.00
-128.05,184.09,0.00,1.00
-129.45,177.00,0.00,1.00
-132.42,182.06,0.00,1.00
-131.86,180.95,0.00,1.00
-132.52,180.64,0.00,1.00
-131.03,181.88,0.00,1.00
-130.47,176.65,0.00,1.00
-134.99,178.53,0.00,1.00
-130.74,183.52,0.00,1.00
233.79,-27.47,0.00,1.00
231.07,-27.44,0.00,1.00
230.95,-24.92,0.00,1.00
234.36,-22.09,0.00,1.00
234.57,-27.24,0.00,1.00
233.86,-24.50,0.00,1.00
232.56,-24.63,0.00,1.00
236.64,-23.42,0.00,1.00
233.11,-25.08,0.00,1.00
231.21,-23.19,0.00,1.00
-234.60,-80.22,0.00,1.00
-235.51,-76.99,0.00,1.00
-236.39,-80.13,0.00,1.00
-234.29,-81.48,0.00,1.00
-233.59,-79.31,0.00,1.00
-231.64,-77.65,0.00,1.00
-233.77,-82.32,0.00,1.00
-227.78,-82.57,0.00,1.00
-237.96,-73.25,0.00,1.00
