-53.10,239.55,0.00,1.00
-52.18,235.37,0.00,1.00
-50.88,236.19,0.00,1.00
-53.72,233.42,0.00,1.00
-50.72,235.08,0.00,1.00
-51.88,234.71,0.00,1.00
-50.75,238.79,0.00,1.00
-49.72,235.87,0.00,1.00
-52.46,235.96,0.00,1.00
-52.48,234.90,0.00,1.00
28.87,-136.63,0.00,1.00
30.94,-130.70,0.00,1.00
33.80,-133.50,0.00,1.00
29.19,-131.98,0.00,1.00
31.15,-134.71,0.00,1.00
33.80,-135.47,0.00,1.00
31.29,-133.87,0.00,1.00
29.18,-134.56,0.00,1.00
32.60,-132.81,0.00,1.00
36.04,-135.44,0.00,1.00
214.26,-119.61,0.00,1.00
219.34,-114.23,0.00,1.00
215.65,-119.09,0.00,1.00
215.89,-120.06,0.00,1.00
211.95,-118.04,0.00,1.00
219.08,-117.59,0.00,1.00
214.69,-115.04,0.00,1.00
214.29,-118.17,0.00,1.00
219.23,-116.60,0.00,1.00
217.04,-116.73,0.00,1.00
104.87,215.91,0.00,1.00
104.04,215.55,0.00,1.00
103.98,219.03,0.00,1.00
104.36,219.58,0.00,1.00
101.74,217.18,0.00,1.00
104.94,216.23,0.00,1.00
102.55,215.55,0.00,1.00
104.18,217.23,0.00,1.00
104.68,215.78,0.00,1.00
105.96,218.72,0.00,1.00
-98.11,-72.30,0.00,1.00
-99.26,-76.03,0.00,1.00
-101.46,-74.71,0.00,1.00
-98.69,-74.27,0.00,1.00
-100.74,-74.21,0.00,1.00
-102.11,-73.19,0.00,1.00
-99.19,-75.47,0.00,1.00
-99.75,-75.59,0.00,1.00
-100.36,-73.61,0.00,1.00
-98.64,-76.70,0.00,1.00
-225.38,-184.79,0.00,1.00
-227.22,-185.99,0.00,1.00
-228.32,-186.00,0.00,1.00
-225.08,-186.94,0.00,1.00
-231.32,-183.02,0.00,1.00
-225.28,-180.54,0.00,1.00
-229.89,-186.25,0.00,1.00
-229.48,-185.46,0.00,1.00
-224.21,-184.14,0.00,1.00
-229.30,-186.45,0.00,1.00
158.86,203.03,0.00,1.00
158.73,205.51,0.00,1.00
163.65,198.74,0.00,1.00
160.45,201.12,0.00,1.00
160.03,200.20,0.00,1.00
158.90,199.55,0.00,1.00
156.59,200.10,0.00,1.00
158.31,197.49,0.00,1.00
158.61,201.10,0.00,1.00
161.75,198.34,0.00,1.00
-131.24,-171.50,0.00,1.00
-124.89,-168.92,0.00,1.00
-129.52,-171.17,0.00,1.00
-130.59,-172.15,0.00,1.00
-130.10,-168.99,0.00,1.00
-128.65,-171.32,0.00,1.00
-127.97,-174.86,0.00,1.00
-129.72,-167.02,0.00,1.00
-131.44,-172.33,0.00,1.00
-131.83,-170.33,0.00,1.00
-6.39,-72.96,0.00,1.00
-12.08,-73.16,0.00,1.00
-7.99,-71.02,0.00,1.00
-10.24,-72.61,0.00,1.00
-9.44,-72.54,0.00,1.00
-8.70,-72.89,0.00,1.00
-11.85,-73.57,0.00,1.00
-5.38,-73.56,0.00,1.00
-8.30,-73.95,0.00,1.00
-10.01,-76.69,0.00,1.00
62.64,136.88,0.00,1.00
66.44,146.81,0.00,1.00
66.62,142.75,0.00,1.00
63.66,142.74,0.00,1.00
60.47,143.54,0.00,1.00
66.90,143.84,0.00,1.00
64.32,142.38,0.00,1.00
64.82,140.86,0.00,1.00
63.30,143.46,0.00,1.00
66.94,141.91,0.00,1.00
-68.02,23.40,0.00,1.00
-65.45,26.11,0.00,1.00
-65.24,27.26,0.00,1.00
-63.83,24.29,0.00,1.00
-62.87,23.46,0.00,1.00
-61.96,25.97,0.00,1.00
-65.04,21.59,0.00,1.00
-62.83,25.73,0.00,1.00
-66.62,28.19,0.00,1.00
-61.94,27.32,0.00,1.00
