36.21,-38.75,0.00,1.00
34.84,-40.85,0.00,1.00
37.44,-39.57,0.00,1.00
30.43,-40.06,0.00,1.00
34.57,-37.18,0.00,1.00
41.46,-52.92,0.00,1.00
44.23,-52.01,0.00,1.00
32.13,-42.11,0.00,1.00
37.01,-42.12,0.00,1.00
36.00,-35.20,0.00,1.00
41.23,-54.89,0.00,1.00
33.80,-33.80,0.00,1.00
36.81,-51.74,0.00,1.00
43.59,-47.38,0.00,1.00
27.63,-41.56,0.00,1.00
40.48,-41.47,0.00,1.00
36.97,-44.03,0.00,1.00
26.27,-42.45,0.00,1.00
27.72,-36.50,0.00,1.00
48.27,-50.86,0.00,1.00
40.79,-46.45,0.00,1.00
38.22,-46.54,0.00,1.00
42.17,-41.67,0.00,1.00
31.54,-33.86,0.00,1.00
29.38,-35.03,0.00,1.00
26.13,-37.42,0.00,1.00
35.69,-52.40,0.00,1.00
26.04,-37.42,0.00,1.00
31.93,-46.03,0.00,1.00
27.20,-43.51,0.00,1.00
49.11,-52.63,0.00,1.00
47.99,-45.54,0.00,1.00
26.73,-37.94,0.00,1.00
47.62,-56.66,0.00,1.00
30.11,-32.93,0.00,1.00
44.45,-44.34,0.00,1.00
25.10,-37.11,0.00,1.00
45.26,-45.39,0.00,1.00
31.11,-32.51,0.00,1.00
31.65,-48.42,0.00,1.00
24.33,-37.42,0.00,1.00
50.76,-53.68,0.00,1.00
51.41,-46.09,0.00,1.00
43.30,-43.55,0.00,1.00
50.10,-45.02,0.00,1.00
50.65,-50.86,0.00,1.00
23.94,-43.42,0.00,1.00
50.39,-51.61,0.00,1.00
51.32,-53.00,0.00,1.00
26.20,-28.39,0.00,1.00
36.67,-31.21,0.00,1.00
45.14,-39.85,0.00,1.00
52.09,-43.10,0.00,1.00
53.14,-45.03,0.00,1.00
46.36,-57.80,0.00,1.00
45.27,-36.84,0.00,1.00
21.08,-36.36,0.00,1.00
42.44,-34.17,0.00,1.00
52.28,-51.59,0.00,1.00
20.25,-33.77,0.00,1.00
30.15,-29.41,0.00,1.00
55.51,-55.56,0.00,1.00
21.65,-39.47,0.00,1.00
44.72,-34.92,0.00,1.00
31.52,-50.53,0.00,1.00
54.24,-52.46,0.00,1.00
36.86,-56.06,0.00,1.00
21.58,-28.72,0.00,1.00
35.17,-56.21,0.00,1.00
54.12,-52.25,0.00,1.00
47.77,-58.61,0.00,1.00
21.26,-28.09,0.00,1.00
20.97,-28.23,0.00,1.00
44.60,-34.03,0.00,1.00
42.94,-33.49,0.00,1.00
31.97,-52.64,0.00,1.00
55.14,-47.78,0.00,1.00
20.79,-40.55,0.00,1.00
43.67,-33.38,0.00,1.00
47.31,-38.22,0.00,1.00
48.80,-60.25,0.00,1.00
21.40,-25.72,0.00,1.00
18.47,-36.56,0.00,1.00
54.75,-60.86,0.00,1.00
16.48,-27.36,0.00,1.00
28.12,-24.78,0.00,1.00
20.99,-23.29,0.00,1.00
48.13,-38.60,0.00,1.00
19.45,-39.61,0.00,1.00
41.97,-30.30,0.00,1.00
46.73,-33.85,0.00,1.00
11.78,-23.70,0.00,1.00
48.19,-37.13,0.00,1.00
14.77,-34.82,0.00,1.00
38.90,-58.31,0.00,1.00
57.95,-46.06,0.00,1.00
13.25,-33.33,0.00,1.00
56.73,-45.05,0.00,1.00
17.05,-23.30,0.00,1.00
14.47,-29.77,0.00,1.00
39.48,-59.10,0.00,1.00
20.16,-21.32,0.00,1.00
11.79,-28.31,0.00,1.00
28.19,-52.92,0.00,1.00
57.57,-45.08,0.00,1.00
20.64,-44.94,0.00,1.00
30.23,-54.55,0.00,1.00
12.81,-31.53,0.00,1.00
24.98,-23.58,0.00,1.00
48.33,-64.15,0.00,1.00
49.78,-37.26,0.00,1.00
38.03,-27.21,0.00,1.00
62.20,-51.31,0.00,1.00
22.13,-21.74,0.00,1.00
61.08,-52.17,0.00,1.00
37.97,-26.07,0.00,1.00
57.98,-62.10,0.00,1.00
9.92,-20.63,0.00,1.00
49.41,-35.17,0.00,1.00
39.01,-27.29,0.00,1.00
18.34,-21.45,0.00,1.00
46.58,-65.54,0.00,1.00
39.29,-60.71,0.00,1.00
9.54,-25.86,0.00,1.00
21.99,-20.43,0.00,1.00
13.32,-17.53,0.00,1.00
60.35,-47.52,0.00,1.00
12.49,-21.36,0.00,1.00
53.67,-65.87,0.00,1.00
52.83,-66.94,0.00,1.00
59.09,-64.18,0.00,1.00
19.14,-17.72,0.00,1.00
64.87,-51.24,0.00,1.00
58.37,-64.98,0.00,1.00
15.04,-16.66,0.00,1.00
16.50,-16.66,0.00,1.00
57.36,-66.87,0.00,1.00
61.77,-48.53,0.00,1.00
6.60,-24.89,0.00,1.00
64.76,-58.70,0.00,1.00
62.47,-65.41,0.00,1.00
60.02,-67.30,0.00,1.00
2.95,-14.56,0.00,1.00
64.41,-63.72,0.00,1.00
36.38,-60.41,0.00,1.00
56.15,-40.21,0.00,1.00
4.56,-31.44,0.00,1.00
67.48,-60.20,0.00,1.00
4.73,-15.74,0.00,1.00
52.08,-33.73,0.00,1.00
10.50,-17.06,0.00,1.00
65.64,-62.47,0.00,1.00
5.56,-32.34,0.00,1.00
28.30,-20.01,0.00,1.00
10.19,-14.41,0.00,1.00
9.17,-35.68,0.00,1.00
68.77,-58.81,0.00,1.00
8.72,-16.82,0.00,1.00
20.95,-49.88,0.00,1.00
16.73,-44.92,0.00,1.00
7.85,-13.65,0.00,1.00
36.34,-20.91,0.00,1.00
7.87,-11.35,0.00,1.00
15.97,-43.60,0.00,1.00
45.80,-26.44,0.00,1.00
-3.38,-18.31,0.00,1.00
7.95,-38.36,0.00,1.00
57.95,-40.17,0.00,1.00
61.29,-69.89,0.00,1.00
35.81,-19.50,0.00,1.00
62.99,-67.77,0.00,1.00
11.71,-14.79,0.00,1.00
67.88,-61.87,0.00,1.00
30.01,-18.69,0.00,1.00
46.90,-68.40,0.00,1.00
6.78,-35.97,0.00,1.00
69.04,-53.99,0.00,1.00
-1.72,-10.21,0.00,1.00
9.87,-12.14,0.00,1.00
68.46,-61.86,0.00,1.00
17.48,-49.80,0.00,1.00
62.20,-43.37,0.00,1.00
53.89,-71.60,0.00,1.00
-0.86,-21.58,0.00,1.00
65.59,-67.51,0.00,1.00
-5.73,-19.79,0.00,1.00
5.58,-36.85,0.00,1.00
59.70,-38.44,0.00,1.00
73.62,-55.84,0.00,1.00
22.28,-15.17,0.00,1.00
13.16,-10.43,0.00,1.00
